nom_estab|raz_social|codigo_act|nombre_act|per_ocu|tipo_vial|nom_vial|tipo_v_e_1|nom_v_e_1|tipo_v_e_2|nom_v_e_2|tipo_v_e_3|nom_v_e_3|numero_ext|letra_ext|edificio|edificio_e|numero_int|letra_int|tipo_asent|nomb_asent|tipocencom|nom_cencom|num_local|cod_postal|cve_ent|entidad|cve_mun|municipio|cve_loc|localidad|ageb|manzana|telefono|correoelec|www|tipounieco|latitud|longitud|fecha_alta
HOTEL ATLANTICO|HOTEL ATLANTICO SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|AVENIDA|OBSERVATORIO|CALLE|COMANDANTE BLANQUET|CALLE|CORONEL PEDRO LETECHIPIA|CALLE|BARRANQUILLA|218||||||COLONIA|DANIEL GARZA||||11830|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|1118|013||||Fijo|19.4030759400000000|-99.198114380000000|2010-07
HOTEL LA CAÑADA|HOTEL LA CAÑADA SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|AVENIDA|DOLORES HIDALGO|CALLE|TALPA|CALLE|AYUTLA|CALLE|ANGANGUEO|127||||||COLONIA|SAN FELIPE DE JESUS||||07510|09|CIUDAD DE MÉXICO|005|Gustavo A. Madero|0001|Gustavo A. Madero|1203|020||||Fijo|19.4935028600000000|-99.078206430000000|2010-07
HOTEL KENNEDY|HOTELERA CHANTADA SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|AVENIDA|FRAY SERVANDO TERESA DE MIER|CALLE|NICOLAS LEON|CALLE|RETORNO 6 FRAY SERVANDO TERESA DE MIER|CALLE|RETORNO 4 DE NICOLÁS LEÓN|760||||||COLONIA|JARDIN BALBUENA||||15900|09|CIUDAD DE MÉXICO|017|Venustiano Carranza|0001|Venustiano Carranza|0757|013||||Fijo|19.4196053800000000|-99.109958500000000|2010-07
HOTEL AVIACION||721112|Hoteles sin otros servicios integrados|6 a 10 personas|AVENIDA|IZTACCIHUATL|CALLE|MIGUEL JACINTEZ|CALLE|11|CALLE|LUIS PRECIADO DE LA TORRE|109||||||COLONIA|MOCTEZUMA 1RA SECC||||15500|09|CIUDAD DE MÉXICO|017|Venustiano Carranza|0001|Venustiano Carranza|0634|020||||Fijo|19.4286729200000000|-99.104056240000000|2010-07
HOTEL LASA|HOTEL LASA  SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|AVENIDA|TLAHUAC|CALLE|PASTORES|EJE VIAL|8 SUR (CALZADA ERMITA IZTAPALAPA)|CALLE|PASTORES|20||||||COLONIA|SANTA ISABEL INDUSTRIAL||||09820|09|CIUDAD DE MÉXICO|007|Iztapalapa|0001|Iztapalapa|1208|006||HOTEL_LASA@YAHOO.COM.MX||Fijo|19.3555447200000000|-99.105647930000000|2010-07
HOTEL LAS VEGAS|ADMINISTRADORA HOTELERA LAS VEGAS  SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|EJE VIAL|1 ORIENTE (ANILLO DE CIRCUNVALACION)|CALLE|CARRETONES|CALLE|PUENTE SANTO TOMAS|CALLE|PUENTE SANTO TOMÁS|1023||||||COLONIA|CENTR0||||06010|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0979|014||HLASVEGAS1023@HOTMAIL.COM||Fijo|19.4246662200000000|-99.125896310000000|2010-07
HOTEL LAS GLORIAS|PROMOTORA HOTEL LAS GLORIAS SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|MAR MEDITERRANEO|CALLE|MAR CARIBE|CALLE|MAR BERHING|CALLE|F.F. C.C. NACIONALES|76||||||COLONIA|TACUBA||||11410|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|0054|005||||Fijo|19.4593257100000000|-99.184153330000000|2010-07
HOTEL LAREDO|HOSPEDAJES NIDA|721112|Hoteles sin otros servicios integrados|0 a 5 personas|CALLE|REPUBLICA DE PERU|CALLE|REPUBLICA DE BRASIL|CALLE|ALTUNA|CALLE|REPÚBLICA DE HONDURAS|72||||||COLONIA|CENTRO||||06010|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0644|001||||Fijo|19.4397348500000000|-99.134629700000000|2010-07
HOTEL BREMEN|HOTEL BREMEN|721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|ISABEL LA CATOLICA|DIAGONAL|20 DE NOVIEMBRE|CALLE|VICTORIANO SALADO ÁLVAREZ|CALLE|VICTORIANO SALADO ÁLVAREZ|212||||0||COLONIA|OBRERA||||06800|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|1040|023||||Fijo|19.4205469500000000|-99.138087470000000|2010-07
HOTEL LA VILLA||721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALZADA|DE GUADALUPE|CALZADA|MOCTEZUMA|CALLE|NEZAHUALCÓYOTL|CALLE|AQUILES SERDÁN|||||677||COLONIA|ARAGÓN LA VILLA||||07000|09|CIUDAD DE MÉXICO|005|Gustavo A. Madero|0001|Gustavo A. Madero|1434|014||||Fijo|19.4805270100000000|-99.118668990000000|2010-07
HOTEL LAS AMERICAS|INMUEBLES ANO SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|MAGNOLIA|CALLE|LERDO|CALLE|GALEANA|CALLE|MOCTEZUMA|61||||||COLONIA|GUERRERO||||06300|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0574|013||||Fijo|19.4425417500000000|-99.142657000000000|2010-07
HOTEL LAS AMERICAS||721112|Hoteles sin otros servicios integrados|0 a 5 personas|CALLE|JOSE JOAQUIN ARRIAGA|CALZADA|SAN ANTONIO ABAD|CALLE|5 DE FEBRERO|CALLE|MANUEL GUTIERREZ NAJERA|93||||||COLONIA|OBRERA||||06800|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|1159|003||||Fijo|19.4156810600000000|-99.135598380000000|2010-07
HACIENDA SAN JUAN||721112|Hoteles sin otros servicios integrados|0 a 5 personas|CALLE|ARBOLEDAS (CAMINO A LA MARINA)|CALLE|CEDROS (RAMON ITURBIDE)|CALLE|EUCALIPTO (RAFAEL TAPIA)|CALLE|XITLE (MIGUEL M. ACOSTA GUAJARDO)|9||||||COLONIA|HEROES DE 1910||||14760|09|CIUDAD DE MÉXICO|012|Tlalpan|0124|Héroes de 1910|1227|014||||Fijo|19.2467585800000000|-99.239933540000000|2019-11
HOTEL LIRA|HOTEL LIRA SA DE CV|721112|Hoteles sin otros servicios integrados|0 a 5 personas|CALLE|GOBERNADOR JOSÉ CEBALLOS|CALLE|GOBERNADOR RAFAEL REBOLLAR|AVENIDA|PARQUE LIRA|CALLE|GOBERNADOR IGNACIO ESTEVA|||||70||COLONIA|SAN MIGUEL CHAPULTEPEC||||11850|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|1160|015||||Fijo|19.4098570400000000|-99.189894840000000|2010-07
HOTEL BOLIVIA||721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|REPUBLICA DE BOLIVIA|CALLE|REPUBLICA DE BRASIL|CALLE|REPUBLICA DE ARGENTINA|CALLE|REPÚBLICA DE COLOMBIA|23||||||COLONIA|CENTRO (ÁREA 2)||||06000|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0644|004||DESPACHO.CONTABLESALCEDAYASC@GMAIL.COM||Fijo|19.4391885600000000|-99.131815930000000|2010-07
HOTEL LIRIO|HOTEL LIRIO SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|AVENIDA|TRANSITO|CALLE|MARTIRES DE LA CONQUISTA|CALLE|JOSE MARIA VIGIL|CALLE|SEGUNDA CERRADA JOSÉ MARÍA VIGIL|4||||||COLONIA|TACUBAYA||||11870|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|1194|005||HLIRIO4@GMAIL.COM|WWW.HOTEL-LIRIO.COM.MX|Fijo|19.4009781100000000|-99.186557940000000|2010-07
HOTEL LOS CABOS|MAZATLÁN Y CALETA  SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|EJE VIAL|5 NORTE (CALZADA SAN JUAN DE ARAGON)|CALLE|PUERTO VERACRUZ|AVENIDA|CAMINO A SAN JUAN DE ARAGON|CALLE|PUERTO TAMPICO|6||||||COLONIA|AMPLIACION CASAS ALEMAN||||07580|09|CIUDAD DE MÉXICO|005|Gustavo A. Madero|0001|Gustavo A. Madero|1909|020|57370228|||Fijo|19.4751408500000000|-99.088751480000000|2010-07
HOTEL MADERO||721112|Hoteles sin otros servicios integrados|0 a 5 personas|CALLE|FRAY JUAN DE ZUMARRAGA|CALLE|5 DE FEBRERO|CALLE|JUAN BERNARDINO|CALLE|GARRIDO|127||||||COLONIA|ARAGON LA VILLA||||07050|09|CIUDAD DE MÉXICO|005|Gustavo A. Madero|0001|Gustavo A. Madero|1434|019||||Fijo|19.4825193300000000|-99.114662390000000|2010-07
HOTEL MARENA OFICINA MÉXICO|HOTEL MARENA SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|AVENIDA|HOMERO|CALLE|SUDERMAN|CALLE|TORCUATO TASSO|AVENIDA|HORACIO|136||||704||COLONIA|CHAPULTEPEC MORALES||||01157|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|068A|016|||WWW.HOTELESBUENAVENTURA.COM.MX|Fijo|19.4352069300000000|-99.183867540000000|2011-03
HOTEL MARCONI||721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|HEROES|CALLE|SAN FERNANDO|AVENIDA|HIDALGO|AVENIDA|HIDALGO|8||||0||COLONIA|GUERRERO||||06300|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0610|021||||Fijo|19.4381602300000000|-99.147576460000000|2010-07
CASA COMTESE||721112|Hoteles sin otros servicios integrados|11 a 30 personas|EJE VIAL|4 SUR (BENJAMIN FRANKLIN)|CALLE|ALTATA|CALLE|OMETUSCO|CALLE|ALTATA|197||||||COLONIA|HIPODROMO||||06100|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|1426|012||CONTACT@CASACOMTESSE.COM|WWW.CASACOMTESSE|Fijo|19.4045556600000000|-99.173887740000000|2019-11
HOTEL CADENA||721112|Hoteles sin otros servicios integrados|0 a 5 personas|CALLE|LUCAS ALAMAN|CALLE|SIMON BOLIVAR|CALLE|CADENA|DIAGONAL|20 DE NOVIEMBRE|73||||||COLONIA|OBRERA||||06800|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|1040|002||||Fijo|19.4210399800000000|-99.139330630000000|2010-07
HOTEL MARLYN||721112|Hoteles sin otros servicios integrados|6 a 10 personas|EJE VIAL|CENTRAL (LAZARO CARDENAS)|CALLE|DOCTOR LAVISTA|CALLE|DOCTOR RUIZ|CALLE|DOCTOR VALENZUELA|47||||0||COLONIA|DOCTORES||||06720|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|1036|024||HOTELMARLYNCER@HOTMAIL.COM||Fijo|19.4240003700000000|-99.142856220000000|2010-07
HOTEL CALVIN|ALJAFER SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|AZUETA|AVENIDA|JUAREZ|CALLE|INDEPENDENCIA|AVENIDA|BALDERAS|33||||||COLONIA|CENTR0||||06010|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0748|026||INFO@HOTELCALVIN.MX||Fijo|19.4339059400000000|-99.146786550000000|2010-07
HOTEL MOCTEZUMA|INMUEBLES AMOA SA DE CV|721112|Hoteles sin otros servicios integrados|0 a 5 personas|CALLE|MOCTEZUMA|CALLE|ZARCO|CALLE|HEROES|CALLE|MAGNOLIA|138||||||COLONIA|GUERRERO||||06300|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|056A|011||||Fijo|19.4439282500000000|-99.145615220000000|2010-07
HOTEL CASA BLANCA||721112|Hoteles sin otros servicios integrados|0 a 5 personas|CALLE|MANUEL GUTIERREZ NAJERA|EJE VIAL|CENTRAL (LAZARO CARDENAS)|PRIVADA|GUTIURREZ NAJERA|CALLE|MANUEL M. FLORES|34|A|||||COLONIA|OBRERA||||06800|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|1144|001||||Fijo|19.4158493400000000|-99.142038410000000|2010-07
HOTEL MODERNO||721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|INCAS|CALLE|REPUBLICA DE PERU|CALLE|REPUBLICA DE HONDURAS|CALLE|REPÚBLICA DE CHILE|9||||0||COLONIA|CENTRO (ÁREA 2)||||06100|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0644|017||||Fijo|19.4404532100000000|-99.136630610000000|2010-07
HOTEL CENTRO DIANA|GRUPO MALLORCA SA DE CV|721112|Hoteles sin otros servicios integrados|0 a 5 personas|AVENIDA|UNIVERSIDAD|CALLE|OXTOPULCO|CALLE|CERRO TUERA|CALLE|CANTERAS DE OXTOPULCO|1861||||0||MANZANA|CHIMALISTAC||||04360|09|CIUDAD DE MÉXICO|003|Coyoacán|0001|Coyoacán|0234|003||HOTELCENTRODIANA@YAHOO.COM.MX|WWW.HOTELCENTRODIANA.COM|Fijo|19.3426462500000000|-99.181656170000000|2010-07
HOTEL MOCTEZUMA LA VILLA|HOTEL MOCTEZUMA LA VILLA SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|MOCTEZUMA|CALLE|HIDALGO|CALLE|AQUILES SERDÁN|AVENIDA|NEZAHUALCÓYOTL|||||21||COLONIA|ARAGÓN LA VILLA||||7000|09|CIUDAD DE MÉXICO|005|Gustavo A. Madero|0001|Gustavo A. Madero|1434|013||||Fijo|19.4804043800000000|-99.117318480000000|2012-06
HOTEL MONTECARLO|OPERADORA DE HOTELES MONTECARLO SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|REPUBLICA DE URUGUAY|CALLE|ISABEL LA CATOLICA|CALLE|5 DE FEBRERO|CALLE|REPÚBLICA DEL SALVADOR|69||||||COLONIA|CENTRO (ÁREA 6)||||06060|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0818|011||ADMON.MONTECARLODF.@HOTMAIL.COM||Fijo|19.4303503500000000|-99.136096570000000|2010-07
HOTEL MONTE CASINO|MONTE CASINO S DE RL DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|AVENIDA|INSTITUTO POLITÉCNICO NACIONAL|AVENIDA|PONIENTE 118|CALLE|LICENCIADO JOSÉ URBANO FONSECA|CALLE|NORTE 1-A|||||5104||COLONIA|CAPULTITLAN||||07380|09|CIUDAD DE MÉXICO|005|Gustavo A. Madero|0001|Gustavo A. Madero|1398|012||||Fijo|19.4796929100000000|-99.135870900000000|2010-07
HOTEL NOGALES||721112|Hoteles sin otros servicios integrados|0 a 5 personas|CALLE|CAMELIA|CALLE|SOTO|CALLE|LERDO|CALLE|DEGOLLADO|112||||||COLONIA|GUERRERO||||06300|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0574|007||||Fijo|19.4463634500000000|-99.143235780000000|2010-07
HOTEL CENTRAL|INMOBILIARIA OURENSE  SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|EJE VIAL|1 NORTE (MOSQUETA)|CALLE|GRAL.IGNACIO ZARAGOZA|CALLE|JUAN ALDAMA|CALLE|MOCTEZUMA|248||||||COLONIA|BUENAVISTA||||06350|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0502|014||||Fijo|19.4455662700000000|-99.149684750000000|2010-07
HOTEL CASTILLO HUATULCO AGENCIA DE VIAJES|OPERADORES DE HOTELES CHAHUE SA DE CV|721112|Hoteles sin otros servicios integrados|0 a 5 personas|CALLE|NOGAL|CALLE|AMADO NERVO|CALLE|HORTENSIA|CALLE|CEDRO|45||EDIFICIO SIN NOMBRE|19|201||COLONIA|SANTA MARIA LA RIBERA||||06400|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0593|007||CONTABILIDAD@HOTELCASTILOHUTULCO.COM|WWW.CASTILLOHUATULCO.COM|Fijo|19.4450504100000000|-99.164521900000000|2010-07
HOTEL NUEVO LAREDO|NUEVO LAREDO  SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|MEYERBEER|CALLE|BRAHMS|AVENIDA|INSURGENTES NORTE|AVENIDA|INSURGENTES NORTE|18||||||COLONIA|PONIENTE VALLEJO||||07790|09|CIUDAD DE MÉXICO|005|Gustavo A. Madero|0001|Gustavo A. Madero|1735|009||HOTELNUEVOLAREDO@HOTMAIL.COM||Fijo|19.4684665100000000|-99.140364080000000|2010-07
HOTEL CASTROPOL|CACHAFOL SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|AVENIDA|JOSE MARIA PINO SUAREZ|CALLE|SAN JERONIMO|CALLE|REGINA|CALLE|CORREO MAYOR|58||||||COLONIA|CENTR0||||06010|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0907|013||CONTACTO@HOTELCASTROPOL.COM||Fijo|19.4269925800000000|-99.132784690000000|2010-07
HOTEL CIRCUITO|HOTEL CIRCUITO SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|NORTE 44|CALLE|ABEL|AVENIDA|F. C. INDUSTRIAL|EJE VIAL|1 ORIENTE (AVENIDA FERROCARRIL HIDALGO)|||||4385||COLONIA|GUADALUPE TEPEYAC||||07840|09|CIUDAD DE MÉXICO|005|Gustavo A. Madero|0001|Gustavo A. Madero|1805|010||||Fijo|19.4621993400000000|-99.121386340000000|2010-07
HOTEL CIMA|CIMASOL SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|ALFONSO CEBALLOS|CALLE|JOSE RIVERA|CALZADA|GENERAL IGNACIO ZARAGOZA|CALLE|JUAN JOSÉ JASSO|12||||||COLONIA|MOCTEZUMA PRIMERA SECCION||||15500|09|CIUDAD DE MÉXICO|017|Venustiano Carranza|0001|Venustiano Carranza|062A|005||HOTELCIMA@HOTMAIL.COM||Fijo|19.4270010300000000|-99.107856260000000|2010-07
HOTEL CIES|HOTELERA CIES  SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|RIO GRIJALVA|CALLE|RIO GUADALQUIVIR|CALLE|RIO EBRO|CALLE|RÍO GUADALQUIVIR|304||||||COLONIA|CUAHUTEMOC||||06500|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0822|020||||Fijo|19.4323211600000000|-99.171856460000000|2010-07
DESPACHO ADMINISTRATIVO|REAL CARI SA DE CV|721112|Hoteles sin otros servicios integrados|0 a 5 personas|CALLE|MARCOS LÓPEZ JIMÉNEZ|CALLE|ELISA ACUÑA ROSETE|CALLE|CUTBERTO AROCHE|CALLE|G. ÁLVAREZ T.||||||SN|COLONIA|SANTA MARTHA ACATITLA||||9140|09|CIUDAD DE MÉXICO|007|Iztapalapa|0001|Iztapalapa|0623|002||||Fijo|19.3781000000000000|-99.014910000000000|2010-07
HOTEL PARAISO||721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|IGNACIO MARISCAL|CALLE|RAMOS ARISPE|CALLE|PONCIANO ARRIAGA|AVENIDA|PUENTE DE ALVARADO|99||||||COLONIA|TABACALERA||||06030|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0714|018||PEPELOIS@YAHOO.COM.MX||Fijo|19.4376800000000000|-99.152887460000000|2010-07
HOTEL PORTALES|ARRENDADORA DE INMUEBLES SUIZA SA DE CV|721112|Hoteles sin otros servicios integrados|31 a 50 personas|CALLE|SUIZA|CALZADA|CALZADA DE TLALPAN|CALLE|MIRAFLORES|EJE VIAL|7 SUR (MUNICIPIO LIBRE)|46||||||COLONIA|PORTALES ORIENTE||||03570|09|CIUDAD DE MÉXICO|014|Benito Juárez|0001|Benito Juárez|0878|019||||Fijo|19.3685371100000000|-99.141374860000000|2010-07
HOTEL PARQUE||721112|Hoteles sin otros servicios integrados|6 a 10 personas|AVENIDA|JOSE MARIA IZAZAGA|CALLE|CORREO MAYOR|AVENIDA|JOSE MARIA PINO SUAREZ|CALLE|SAN JERÓNIMO|156||||||COLONIA|CENTRO (ÁREA 9)||||06090|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0907|019||||Fijo|19.4258580100000000|-99.131440090000000|2010-07
HOTEL CONSULADO|HOTELERA CONSULADO  SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|CIRCUITO|INTERIOR (CALZADA MELCHOR OCAMPO)|CALLE|XOLOTL|CALLE|NOPALTZIN|CALLE|QUETZALCÓATL|23||||||COLONIA|TLAXPANA||||11370|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|0213|008||||Fijo|19.4421214100000000|-99.166779430000000|2010-07
HOTEL PRINCIPAL|HOTEL PRINCIPAL SC DE RL|721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|BOLIVAR|CALLE|FRANCISCO I. MADERO|CALLE|16 DE SEPTIEMBRE|CALLE|FRAY PEDRO DE GANTE|29||||0||COLONIA|CENTRO (ÁREA 2)||||06000|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0767|004|5545084504||WWW.HOTELPRINCIPAL.COM|Fijo|19.4329093400000000|-99.138483730000000|2010-07
HOTEL PARRAL||721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|CAMELIA|CALLE|SOTO|CALLE|LERDO|CALLE|DEGOLLADO|106|||||104|COLONIA|GUERRERO||||06300|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0574|007||||Fijo|19.4463215500000000|-99.142995090000000|2010-07
HOTEL PLATINO||721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|PLATINO|EJE VIAL|2 ORIENTE (HONORABLE CONGRESO DE LA UNION)|CALLE|BABBIT|CALLE|PLOMO|298||||||COLONIA|FELIPE ANGELES||||15310|09|CIUDAD DE MÉXICO|017|Venustiano Carranza|0001|Venustiano Carranza|0047|041||||Fijo|19.4536994500000000|-99.114531970000000|2010-07
HOTEL CONSUL|HOTELERIA GUVI SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|AVENIDA|INSURGENTES CENTRO|CALLE|MAESTRO ANTONIO CASO|CALLE|JAMES SULLIVAN|CALLE|SADI CARNOT|133||||||COLONIA|SAN RAFAEL||||06470|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0697|011||HOTELCONSULGUVI@GMAIL.COM||Fijo|19.4333354800000000|-99.158664640000000|2010-07
HOTEL CONGRESO GARAGE|HOTEL CONGRESO SA|721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|REPÚBLICA DE HONDURAS|OTRO (ESPECIFIQUE)|99|CALLE|5|CALLE|5|18||||0||COLONIA|CENTRO||||06000|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0536|008||||Fijo|19.4408761300000000|-99.137958210000000|2014-12
HOTEL QUINTA LAS DELICIAS||721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|MIGUEL ANGEL BUONARROTI|CALLE|LUIS CARRACCI|CALLE|VAN DICK|CALLE|LEONARDO DA VINCI|14||||0||COLONIA|NONOALCO||||03700|09|CIUDAD DE MÉXICO|014|Benito Juárez|0001|Benito Juárez|0685|022||HOTELQUINTALASDELICIAS@YAHOO.COM.MX||Fijo|19.3781706400000000|-99.188492840000000|2010-07
HOTEL CONDADO|LOMBA SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|EJE VIAL|8 SUR (CALZADA ERMITA IZTAPALAPA)|CALLE|MATAMOROS|CALLE|SAN FELIPE DE JESUS|CALLE|CARRIL|1880||||||BARRIO|SAN MIGUEL||||09360|09|CIUDAD DE MÉXICO|007|Iztapalapa|0001|Iztapalapa|1246|003||HOTEL.CONDADO@LIVE.COM.MX||Semifijo|19.3504564700000000|-99.073358400000000|2010-07
HOTEL RÍO DE JANEIRO||721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|REPUBLICA DE BRASIL|CALLE|REPUBLICA DE BOLIVIA|CALLE|REPUBLICA DE COLOMBIA|CALLE|REPÚBLICA DE ARGENTINA|45||||||COLONIA|CENTRO (ÁREA 2)||||06000|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0644|004||||Fijo|19.4388007500000000|-99.133318170000000|2010-07
HOTEL RÍO MIÑO||721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|MIGUEL DOMINGUEZ|CALLE|PENITENCIARIA|CALLE|HEROE DE NACOZARI|AVENIDA|FERROCARRIL DE CINTURA|28||||||COLONIA|MORELOS||||15270|09|CIUDAD DE MÉXICO|017|Venustiano Carranza|0001|Venustiano Carranza|0494|015||||Fijo|19.4368564100000000|-99.119599380000000|2010-07
HOTEL ROBLE|HOTEL URUPIN SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|REPUBLICA DE URUGUAY|AVENIDA|JOSE MARIA PINO SUAREZ|CALLE|20 DE NOVIEMBRE|CALLE|REPÚBLICA DEL SALVADOR|109||||||COLONIA|CENTRO||||06000|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0818|017||||Fijo|19.4298928400000000|-99.132895950000000|2010-07
ADMINISTRACIÓN Y SERVICIO DE ESTACIONAMIENTOS SA DE CV|ADMINISTRACIÓN Y SERVICIO DE ESTACIONAMIENTO SA DE CV|721112|Hoteles sin otros servicios integrados|0 a 5 personas|CALLE|RÍO AMAZONAS|CALLE|5|AVENIDA|3|AVENIDA|3|94||||0||COLONIA|CUAUHTÉMOC|PASAJE Y ANDADOR COMERCIAL|||06500|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0837|003||||Fijo|19.4297949800000000|-99.162969480000000|2010-07
HOTEL COSTA AZUL|HOTELERA COSTA AZUL SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|CALLEJÓN SAN SALVADOR EL VERDE|CALLE|CHIMALPOPOCA|AVENIDA|FRAY SERVANDO TERESA DE MIER|CALLE|CHIMALPOPOCA|3||||0||COLONIA|OBRERA||||06010|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|1055|013||RESERVAS@HOTELCOSTAZUL.COM.MX|WWW.HOTELCOSTAZUL.COM.MX|Fijo|19.4234601500000000|-99.137078130000000|2010-07
HOTEL RIVA PALACIO|HOTEL RIVA PALACIO SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|PEDRO MORENO|CALLE|RIVA PALACIO|EJE VIAL|CENTRAL (LAZARO CARDENAS)|CALLE|VIOLETA|14||||||COLONIA|GUERRERO||||06300|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|063A|010||||Fijo|19.4408672000000000|-99.140567020000000|2010-07
